code,film,revenue,budget,language,popularity,runtime,vote.average,vote.count,id,tagline,release.date,genres,certification,month_release,year_release,lustrum,log_popularity,log_revenue,time,name
28,Capricorn One,,5000000,en,6.656,123,6.8,219,11935,The mission was a sham. The murders were real.,1977-Dec-10,"[28, 18, 878, 53]",PG,December,1977,1975-1980,1.89551870351891,-Inf,genre1,Action
28,Scott Pilgrim vs. the World,47664559,60000000,en,13.785,112,7.4,4445,22538,An epic of epic epicness.,2010-Aug-12,"[28, 35, 10402, 10749]",PG-13,August,2010,2010-2015,2.62358104447576,17.6796986817953,genre1,Action
28,The Taking of Pelham One Two Three,,,en,6.515,104,7.5,216,8333,We are going to kill one passenger a minute until New York City pays us 1 million dollars.,1974-Oct-02,"[28, 80, 53]",R,October,1974,1970-1975,1.87410721057681,-Inf,genre1,Action
28,Darkman,48878502,16000000,en,10.789,96,6.4,674,9556,"They destroyed everything he had, everything he was. Now, crime has a new enemy and justice has a new face.",1990-Aug-24,"[28, 80, 878]",R,August,1990,1990-1995,2.3785270965692,17.7048482258768,genre1,Action
28,Avengers: Infinity War,2046239637,300000000,en,58.875,149,8.3,16987,299536,An entire universe. Once and for all.,2018-Apr-25,"[28, 12, 878]",PG-13,April,2018,2015-2020,4.07541655233658,21.4392696222507,genre1,Action
28,The Last Castle,27642707,72000000,en,7.198,131,7,605,2100,A Castle Can Only Have One King,2001-Oct-19,"[28, 18, 53]",R,October,2001,2000-2005,1.97380320965684,17.1348724898395,genre1,Action
28,Buffy the Vampire Slayer,16624456,7000000,en,9.039,86,5.5,414,10206,She knows a sucker when she sees one.,1992-Jul-24,"[28, 35, 27]",PG-13,July,1992,1990-1995,2.20154854881627,16.6263854221663,genre1,Action
28,Guardians of the Galaxy Vol. 2,863756051,200000000,en,25.381,137,7.6,14163,283995,Obviously.,2017-Apr-19,"[28, 12, 35, 878]",PG-13,April,2017,2015-2020,3.23400086261327,20.5768009385209,genre1,Action
28,Ant-Man,519311965,130000000,en,77.908,117,7.1,13387,102899,Heroes don't get any bigger.,2015-Jul-14,"[28, 12, 878]",PG-13,July,2015,2015-2020,4.35552864336765,20.0680153491807,genre1,Action
28,The Lord of the Rings: The Return of the King,1118888979,94000000,en,32.248,201,8.4,14745,122,The eye of the enemy is moving.,2003-Dec-01,"[28, 12, 14]",PG-13,December,2003,2000-2005,3.47345602581486,20.8356020468769,genre1,Action
28,Volcano,122823468,90000000,en,7.834,104,5.6,760,10357,The coast is toast,1997-Apr-25,"[28, 18, 878, 53]",PG-13,April,1997,1995-2000,2.05847323524364,18.6262586629105,genre1,Action
28,Pirates of the Caribbean: Dead Man's Chest,1065659812,200000000,en,25.783,151,7.2,10460,58,Jack is back!,2006-Jun-20,"[28, 12, 14]",PG-13,June,2006,2005-2010,3.24971536001917,20.7868599860551,genre1,Action
28,Green Lantern,219851172,200000000,en,12.651,114,5.1,4824,44912,"In our darkest hour, there will be light.",2011-Jun-16,"[28, 12, 878, 53]",PG-13,June,2011,2010-2015,2.53773626343253,19.2084613844843,genre1,Action
28,G.I. Joe: The Rise of Cobra,302469017,175000000,en,14.565,118,5.7,3116,14869,"When all else fails, they don't.",2009-Aug-04,"[12, 28, 53, 878]",PG-13,August,2009,2005-2010,2.6786213904114,19.5274894070491,genre2,Action
28,Maleficent,758539785,180000000,en,33.926,97,7.1,9394,102651,Don't believe the fairy tale.,2014-May-28,"[28, 12, 14, 10749, 10751]",PG,May,2014,2010-2015,3.52418168207353,20.4469058075856,genre1,Action
28,Fantastic Four: Rise of the Silver Surfer,289047763,130000000,en,31.596,92,5.5,5385,1979,Discover the secret of the Surfer.,2007-Jun-13,"[12, 14, 28, 53]",PG-13,June,2007,2005-2010,3.45303053030217,19.4821025023173,genre3,Action
28,The Terminator,78371200,6400000,en,25.14,108,7.5,7847,218,Your future is in his hands.,1984-Oct-26,"[28, 878, 53]",R,October,1984,1980-1985,3.2244602031621,18.1769670708934,genre1,Action
28,Twister,494471524,92000000,en,13.925,113,6.3,1800,664,The Dark Side of Nature.,1996-May-10,"[28, 12, 18]",PG-13,May,1996,1995-2000,2.63368578581335,20.0190001219291,genre1,Action
28,Rambo,,10000000,en,16.42,92,6.5,2070,7555,Heroes never die... They just reload.,2008-Jan-24,"[28, 53]",R,January,2008,2005-2010,2.79850010402428,-Inf,genre1,Action
28,Hot Shots! Part Deux,133752825,25000000,en,9.685,86,6.4,938,9255,Just deux it.,1993-May-21,"[28, 35, 10752]",PG-13,May,1993,1990-1995,2.27057829685896,18.7115040650127,genre1,Action
28,Undisputed III: Redemption,,3000000,en,12.005,96,7.4,351,38234,One deadly tournament. Last fight for freedom.,2010-May-22,"[28, 53]",R,May,2010,2010-2015,2.48532322967322,-Inf,genre1,Action
28,In Time,173930596,40000000,en,18.455,109,6.9,7080,49530,Time Is Power,2011-Oct-27,"[28, 878, 53]",PG-13,October,2011,2010-2015,2.91533533648196,18.9741669040444,genre1,Action
28,Never Say Never Again,1.6e+08,36000000,en,12.753,134,6.1,708,36670,Sean Connery is James Bond 007,1983-Oct-07,"[28, 12, 53]",PG,October,1983,1980-1985,2.54576653804476,18.8906843731981,genre1,Action
28,X-Men: Days of Future Past,747862775,250000000,en,21.09,131,7.5,10994,127585,"To save the future, they must alter the past",2014-May-15,"[28, 12, 14, 878]",PG-13,May,2014,2010-2015,3.04879899449068,20.4327300632263,genre1,Action
28,The Way of the Dragon,2.7e+07,130000,cn,10.193,100,7.4,500,9462,The Colosseum . . the battleground of Bruce Lee and Chuck Norris.,1972-Jun-01,"[28, 80]",R,June,1972,1970-1975,2.32170121018628,17.1113474239686,genre1,Action
28,Dawn of the Planet of the Apes,710644566,170000000,en,22.68,130,7.3,7739,119450,One last chance for peace.,2014-Jun-26,"[28, 18, 878, 53]",PG-13,June,2014,2010-2015,3.12148347885955,20.3816829555993,genre1,Action
28,Hancock,624029371,150000000,en,14.666,92,6.3,6132,8960,Bad Behavior. Bad Attitude. Real Hero.,2008-Jul-01,"[28, 14]",PG-13,July,2008,2005-2010,2.68553188967161,20.2517079941363,genre1,Action
28,RoboCop 2,45681173,35000000,en,11.909,117,5.9,933,5549,He's back to protect the innocent.,1990-Jun-22,"[28, 12, 80, 878, 53]",R,June,1990,1990-1995,2.47729441678586,17.6371968016163,genre1,Action
28,Mad Max 2,24600832,2000000,en,13.509,96,7.4,1939,8810,"When all that's left is one last chance, pray that he's still out there ... somewhere!",1981-Dec-24,"[28, 12, 878, 53]",R,December,1981,1980-1985,2.60335612998754,17.0182908214689,genre1,Action
28,Masters of the Universe,17336370,22000000,en,7.6,106,5.1,382,11649,A battle fought in the stars. Now... comes to Earth.,1987-Aug-07,"[28, 12, 14, 878, 53]",PG,August,1987,1985-1990,2.02814824729229,16.6683171648409,genre1,Action
28,Baby Driver,226945087,34000000,en,21.951,113,7.4,9429,339403,All you need is one killer track.,2017-Jun-28,"[28, 80]",R,June,2017,2015-2020,3.08881269657,19.2402186386924,genre1,Action
28,Drive,78054825,15000000,en,19.364,100,7.5,7678,64690,Get In. Get Out. Get Away,2011-Aug-06,"[28, 80, 18, 53]",R,August,2011,2010-2015,2.96341567207745,18.1729220223616,genre1,Action
28,Jackass 3D,117224271,20000000,en,9.927,94,6.4,760,16290,Don't try this at home,2010-Oct-15,"[35, 99, 28]",R,October,2010,2010-2015,2.29525831760758,18.5795995041106,genre3,Action
28,They Call Me Trinity,,,it,10.699,106,7.6,673,9394,Look out! Here comes Trinity...,1970-Dec-22,"[28, 35, 37]",G,December,1970,1970-1975,2.37015027915647,-Inf,genre1,Action
28,Ultraviolet,31070211,30000000,en,9.94,87,5,852,9920,The blood war is on.,2006-Mar-03,"[28, 878, 53]",PG-13,March,2006,2005-2010,2.29656702066848,17.251760072463,genre1,Action
28,Daybreakers,51416464,20000000,en,10.151,98,6.2,1124,19901,"In 2019, The Most Precious Natural Resource... Is Us.",2009-Sep-11,"[28, 14, 27, 878]",R,September,2009,2005-2010,2.31757222280229,17.7554689904207,genre1,Action
28,Star Trek: First Contact,1.5e+08,46000000,en,11.205,111,7.2,1030,199,Resistance is futile.,1996-Nov-22,"[28, 12, 878, 53]",PG-13,November,1996,1995-2000,2.41636010725289,18.8261458520605,genre1,Action
28,Patriot Games,178051587,45000000,en,10.533,117,6.6,841,9869,Not for honor. Not for country. For his wife and child.,1992-Jun-04,"[28, 80, 18, 53]",R,June,1992,1990-1995,2.3545131858544,18.997583880875,genre1,Action
28,Demolition Man,159055768,57000000,en,12.205,115,6.5,1961,9739,The 21st Century's most dangerous cop. The 21st Century's most ruthless criminal.,1993-Oct-08,"[80, 28, 878]",R,October,1993,1990-1995,2.50184570384492,18.8847654408272,genre2,Action
28,The Count of Monte Cristo,75395048,35000000,en,10.915,131,7.5,909,11362,Prepare for adventure. Count on revenge.,2002-Jan-23,"[28, 12, 18, 53]",PG-13,January,2002,2000-2005,2.39013799000191,18.1382521544288,genre1,Action
28,xXx,277448382,70000000,en,34.432,124,5.9,2673,7451,A New Breed Of Secret Agent.,2002-Aug-09,"[28, 12, 9648, 53]",PG-13,August,2002,2000-2005,3.53898636453932,19.4411454630378,genre1,Action
28,The Sum of All Fears,1.93e+08,68000000,en,10.6,124,6.2,844,4614,"27,000 nuclear weapons. One is missing.",2002-May-31,"[28, 18, 53]",PG-13,May,2002,2000-2005,2.36085400111802,19.0782007468692,genre1,Action
28,A Friend Is a Treasure,,,it,6.784,102,6.9,335,6399,"",1981-Dec-09,"[28, 12, 35]","",December,1981,1980-1985,1.9145668984896,-Inf,genre1,Action
28,The Transformers: The Movie,5849647,6000000,en,7.478,84,7,238,1857,Beyond good. Beyond evil. Beyond your wildest imagination.,1986-Aug-08,"[28, 12, 16, 878, 10751]",PG,August,1986,1985-1990,2.01196537655492,15.5818918755071,genre1,Action
28,Unknown,130786397,30000000,en,9.421,113,6.6,2305,48138,Take Back Your Life,2011-Feb-16,"[28, 9648, 53]",PG-13,February,2011,2010-2015,2.24294124006653,18.6890759931082,genre1,Action
28,Brave,538983207,185000000,en,30.464,93,6.9,9105,62177,Change your fate.,2012-Jun-21,"[28, 12, 16, 35, 14, 10751]",PG,June,2012,2010-2015,3.41654565860895,20.1051949725438,genre1,Action
28,Sholay,,,hi,6.309,204,7.1,129,12259,The greatest star cast ever assembled.......The greatest story ever told,1975-Aug-15,[28],PG,August,1975,1975-1980,1.84197718538867,-Inf,genre1,Action
28,Pirates of the Caribbean: The Curse of the Black Pearl,655011224,140000000,en,30.967,143,7.7,13773,22,Prepare to be blown out of the water.,2003-Jul-09,"[28, 12, 14]",PG-13,July,2003,2000-2005,3.4329221213564,20.3001629293306,genre1,Action
28,Thor: The Dark World,644571402,170000000,en,23.975,112,6.6,11377,76338,Delve into the darkness,2013-Oct-29,"[28, 12, 14]",PG-13,October,2013,2010-2015,3.1770116207695,20.2840961608635,genre1,Action
28,The Saint,118063304,68000000,en,8.903,116,6,607,10003,Never reveal your name. Never turn your back. Never surrender your heart.,1997-Apr-03,"[28, 12, 878, 53, 10749]",PG-13,April,1997,1995-2000,2.18638829859153,18.5867315131552,genre1,Action
28,The Dark Knight Rises,1081041287,250000000,en,26.638,165,7.7,15402,49026,The Legend Ends,2012-Jul-16,"[28, 80, 18, 53]",PG-13,July,2012,2010-2015,3.28233876777884,20.8011905682136,genre1,Action
28,The Hobbit: The Desolation of Smaug,958400000,250000000,en,20.593,161,7.6,8527,57158,Beyond darkness... beyond desolation... lies the greatest danger of all.,2013-Dec-11,"[28, 12, 14]",PG-13,December,2013,2010-2015,3.02495121222321,20.6807757853255,genre1,Action
28,True Romance,12281551,12500000,en,13.777,120,7.6,1475,319,"Stealing, Cheating, Killing. Who said romance was dead?",1993-Sep-09,"[28, 80, 53, 10749]",R,September,1993,1990-1995,2.62300053506246,16.3236087756393,genre1,Action
28,The Fifth Element,263920180,90000000,en,30.124,126,7.5,6955,18,There is no future without it.,1997-May-02,"[28, 12, 14, 878, 53]",PG-13,May,1997,1995-2000,3.40532219623911,19.3911572669092,genre1,Action
28,V for Vendetta,132511035,54000000,en,20.85,132,7.9,9156,752,People should not be afraid of their governments. Governments should be afraid of their people.,2006-Feb-23,"[28, 14, 53]",R,February,2006,2005-2010,3.03735394824481,18.7021764829416,genre1,Action
28,Aliens,183316455,18500000,en,23.148,137,7.9,5700,679,This Time It's War,1986-Jul-18,"[28, 878, 53]",R,July,1986,1985-1990,3.14190838371159,19.0267244796482,genre1,Action
28,Fear Over the City,,,fr,4.697,125,7.4,99,40180,"",1975-Apr-09,"[28, 80, 18, 53]","",April,1975,1975-1980,1.54692400704486,-Inf,genre1,Action
28,Hulk,245360480,137000000,en,19.873,138,5.4,3593,1927,Unleash the hero within,2003-Jun-19,"[28, 878]",PG-13,June,2003,2000-2005,2.98936202654615,19.3182390340775,genre1,Action
28,Revenge of the Pink Panther,49579269,,en,6.588,104,6.6,215,6081,Just when you thought it was safe to go back to the movies...,1978-Jan-08,"[28, 35, 80, 53]",PG,January,1978,1975-1980,1.88524981231539,17.7190833406143,genre1,Action
28,Incredibles 2,1241891456,200000000,en,26.207,118,7.5,7758,260513,Back to work.,2018-Jun-14,"[28, 12, 16, 10751]",PG,June,2018,2015-2020,3.26602655065453,20.9399014221136,genre1,Action
28,Indiana Jones and the Kingdom of the Crystal Skull,786636033,185000000,en,14.903,122,5.9,5079,217,The adventure continues . . .,2008-May-21,"[28, 12]",PG-13,May,2008,2005-2010,2.70156253496666,20.4832762254559,genre1,Action
28,Train to Busan,87547518,8820000,ko,17.196,118,7.7,3188,396535,Life-or-death survival begins.,2016-Jul-20,"[28, 27, 53]",PG-13,July,2016,2015-2020,2.84467679863404,18.2876922667797,genre1,Action
28,A Knight's Tale,117487473,65000000,en,13.012,132,6.8,1856,9476,He Will Rock You,2001-May-11,"[28, 12, 18, 10749]",PG-13,May,2001,2000-2005,2.56587200861111,18.581842273099,genre1,Action
28,Men in Black 3,624026776,225000000,en,15.132,106,6.4,7141,41154,They are back... in time.,2012-May-23,"[28, 35, 878]",PG-13,May,2012,2010-2015,2.71681170677078,20.2517038356695,genre1,Action
28,Batman & Robin,238207122,125000000,en,17.211,125,4.2,3054,415,Strength. Courage. Honor. And loyalty.,1997-Jun-20,"[28, 35, 14, 878]",PG-13,June,1997,1995-2000,2.84554871428784,19.2886511136828,genre1,Action
28,Enter the Dragon,,10000000,en,10.819,102,7.4,926,9461,Their deadly mission: to crack the forbidden island of Han!,1973-Aug-17,[28],R,August,1973,1970-1975,2.38130384770544,-Inf,genre1,Action
28,Child's Play 3,20560255,13000000,en,9.713,90,5.7,709,11187,Chucky has a new playmate.,1991-Aug-30,"[28, 27, 53]",R,August,1991,1990-1995,2.27346519442019,16.8388704011981,genre1,Action
28,They Live,13008928,4000000,en,11.772,94,7.2,1287,8337,You see them on the street. You watch them on TV. You might even vote for one this fall. You think they're people just like you. You're wrong. Dead wrong.,1988-Nov-23,"[28, 878]",R,November,1988,1985-1990,2.46572383037123,16.3811464489385,genre1,Action
28,Bumblebee,465895025,135000000,en,18.506,114,6.5,3341,424783,Every Hero Has a Beginning,2018-Dec-15,"[28, 12, 878]",PG-13,December,2018,2015-2020,2.91809500382684,19.9594708984729,genre1,Action
28,Maze Runner: The Scorch Trials,312296056,61000000,en,20.419,132,6.6,6963,294254,The Maze Was Just the Beginning.,2015-Sep-09,"[28, 878, 53]",PG-13,September,2015,2015-2020,3.0164658399409,19.5594621932911,genre1,Action
28,Dragonheart 3: The Sorcerer's Curse,,,en,17.39,97,5.2,142,300803,"",2015-Feb-24,"[28, 12, 14]",PG-13,February,2015,2015-2020,2.85589532836619,-Inf,genre1,Action
28,Furious 7,1506249360,190000000,en,26.276,137,7.3,7150,168259,Vengeance Hits Home,2015-Apr-01,"[28, 53]",PG-13,April,2015,2015-2020,3.26865597503023,21.1328885303069,genre1,Action
28,Red Dawn,38376497,17000000,en,7.247,114,6.3,393,1880,"In our time, no foreign army has ever occupied American soil. Until now.",1984-Aug-10,"[28, 53, 10752]",PG-13,August,1984,1980-1985,1.98058759012714,17.4629557728828,genre1,Action
28,Anacondas: The Hunt for the Blood Orchid,71,25,en,10.656,97,5.2,480,11237,"",2004-Aug-26,"[28, 12, 27, 53]",PG-13,August,2004,2000-2005,2.36612311379803,4.26267987704132,genre1,Action
28,La Femme Nikita,5e+06,8538703,fr,7.775,117,7.2,1075,9322,She murders. So she can live.,1990-Feb-21,"[28, 53]",R,February,1990,1990-1995,2.0509134580653,15.4249484703984,genre1,Action
28,"Watch Out, We're Mad",36782781,,it,6.716,102,7.5,427,6916,"",1974-Mar-29,"[28, 35]",G,March,1974,1970-1975,1.90449273921529,17.4205403860275,genre1,Action
28,Hot Shots!,181096164,26000000,en,13.166,84,6.5,1123,9595,The mother of all movies.,1991-Jul-31,"[28, 35, 10752]",PG-13,July,1991,1990-1995,2.57763774904569,19.0145387409617,genre1,Action
28,Dragon Ball Z: Lord Slug,,,ja,8.274,52,6.1,247,39102,"",1991-Mar-19,"[28, 12, 16]","",March,1991,1990-1995,2.11311806803922,-Inf,genre1,Action
28,Spectre,880674609,245000000,en,29.931,148,6.4,7302,206647,A Plan No One Escapes,2015-Oct-26,"[28, 12, 80]",PG-13,October,2015,2015-2020,3.39889473259948,20.5961987728843,genre1,Action
28,Game of Death,,10000000,cn,10.063,94,6.3,308,13333,Bruce Lee challenges the underworld to a Game of Death.,1978-Mar-23,"[28, 80, 18, 53]",R,March,1978,1975-1980,2.3088653309512,-Inf,genre1,Action
28,Ghostbusters,229147509,144000000,en,17.462,116,5.4,4212,43074,Who You Gonna Call?,2016-Jul-14,"[28, 35, 14]",PG-13,July,2016,2015-2020,2.86002709138862,19.2498764982516,genre1,Action
28,National Treasure: Book of Secrets,457363168,130000000,en,16.811,124,6.2,3323,6637,The Greatest Adventure History Has Ever Revealed,2007-Dec-13,"[28, 12, 9648, 53]",PG,December,2007,2005-2010,2.82203343405092,19.9409883116058,genre1,Action
28,Conquest of the Planet of the Apes,9700000,1700000,en,7.425,88,6.2,426,1688,All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!,1972-Jun-29,"[28, 878]",PG,June,1972,1970-1975,2.00485268468876,16.0876364434736,genre1,Action
28,Air America,33461269,,en,8.895,112,5.6,296,11856,The few. The proud. The totally insane.,1990-Aug-10,"[28, 12, 35, 18]",R,August,1990,1990-1995,2.1854893211178,17.3258991786854,genre1,Action
28,Power Rangers,142337240,100000000,en,13.692,124,6.2,2986,305470,Together we are more,2017-Mar-23,"[28, 12, 878]",PG-13,March,2017,2015-2020,2.61681172066794,18.7737097294549,genre1,Action
28,Spider-Man: Into the Spider-Verse,375540831,90000000,en,34.544,117,8.4,6495,324857,More Than One Wears the Mask,2018-Dec-06,"[28, 12, 16, 35, 878]",PG,December,2018,2015-2020,3.54223387377245,19.74387776094,genre1,Action
28,Only the Brave,25754775,38000000,en,10.531,133,7.1,737,395991,"It’s not what stands in front of you, it’s who stands beside you",2017-Sep-22,"[18, 28]",PG-13,September,2017,2015-2020,2.35432328839846,17.0641306047759,genre2,Action
28,The One,72700000,49000000,en,9.822,87,5.9,820,10796,Stealing the power of the universes one by one.,2001-Nov-02,"[28, 878, 53]",PG-13,November,2001,2000-2005,2.28462476761705,18.1018519425037,genre1,Action
28,Behind Enemy Lines,91753202,40000000,en,11.869,106,6.2,800,8007,His only weapon is his will to survive.,2001-Nov-30,"[28, 18, 53, 10752]",PG-13,November,2001,2000-2005,2.47392995907437,18.3346129434726,genre1,Action
28,Black Panther,1346739107,200000000,en,31.888,134,7.4,14384,284054,Long live the king.,2018-Feb-13,"[28, 12, 14, 878]",PG-13,February,2018,2015-2020,3.46222976347044,21.0209520311313,genre1,Action
28,Bad Boys,141407024,19000000,en,18.777,118,6.6,3527,9737,Whatcha gonna do?,1995-Apr-07,"[28, 35, 80, 53]",R,April,1995,1995-2000,2.93263271661067,18.7671529848748,genre1,Action
28,300,422610419,65000000,en,15.278,117,7.1,9016,1271,"Spartans, prepare for glory!",2007-Mar-07,"[28, 12, 10752]",R,March,2007,2005-2010,2.72641388511917,19.861961317362,genre1,Action
28,French Connection II,12484444,,en,5.457,119,6.8,198,10711,"",1975-May-18,"[28, 80, 18, 53]",R,May,1975,1975-1980,1.6968991882041,16.3399939472642,genre1,Action
28,PokÃ©mon: The First Movie - Mewtwo Strikes Back,163644662,30000000,ja,12.12,75,6.8,818,10228,The Pokémon Match of All Time is Here.,1998-Jul-18,"[28, 12, 16]",G,July,1998,1995-2000,2.49485698064117,18.9132079399866,genre1,Action
28,Once Upon a Time in China,3826459,,cn,9.313,134,7.3,192,10617,Never was a Hero needed more...,1991-Aug-15,"[28, 18]",R,August,1991,1990-1995,2.23141127353952,15.1574503904223,genre1,Action
28,Cheech & Chong's Next Movie,41675194,,en,6.464,99,6.1,123,13612,Just what we all need! A really good hit!,1980-Jul-18,"[28, 12, 35]",R,July,1980,1980-1985,1.86624832121879,17.5454166416593,genre1,Action
28,Die Hard: With a Vengeance,366101666,90000000,en,17.539,128,7.1,3667,1572,Think fast. Look alive. Die hard.,1995-May-19,"[28, 53]",R,May,1995,1995-2000,2.864426972776,19.7184216287493,genre1,Action
28,Kick-Ass 2,60700000,28000000,en,15.766,103,6.4,4180,59859,You Can't Fight Your Destiny.,2013-Jul-17,"[28, 12, 80]",R,July,2013,2010-2015,2.75785572263772,17.9214542560297,genre1,Action
28,"Batman: The Dark Knight Returns, Part 2",,3500000,en,11.424,78,7.9,796,142061,Justice Returns... Vengeance Returns... Redemption Comes to Gotham.,2013-Jan-18,"[28, 16, 9648]",PG-13,January,2013,2010-2015,2.43571640559723,-Inf,genre1,Action
28,Prince of Persia: The Sands of Time,335154643,150000000,en,12.372,116,6.2,4529,9543,Defy the Future,2010-May-19,"[28, 12, 14, 10749]",PG-13,May,2010,2010-2015,2.51543585482282,19.6301026041707,genre1,Action
28,Tomorrow Never Dies,333011068,110000000,en,17.97,119,6.3,1759,714,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,1997-Dec-11,"[28, 12, 53]",PG-13,December,1997,1995-2000,2.88870370079547,19.6236862846296,genre1,Action
28,Terminator Genisys,440603537,155000000,en,41.214,126,5.9,5866,87101,Reset the future,2015-Jun-23,"[878, 28, 53, 12]",PG-13,June,2015,2015-2020,3.7187780044598,19.9036560199898,genre2,Action
28,Kill Bill: Vol. 2,152159461,30000000,en,18.446,136,7.8,8730,393,The bride is back for the final cut,2004-Apr-16,"[28, 80, 53]",R,April,2004,2000-2005,2.91484754481353,18.8404396144312,genre1,Action
28,Hackers,7563728,20000000,en,8.819,107,6.3,701,10428,Their crime is curiosity.,1995-Sep-14,"[28, 80, 53, 18]",PG-13,September,1995,1995-2000,2.17690848490604,15.8388747483043,genre1,Action
28,Blade II,155010032,54000000,en,15.398,117,6.4,2863,36586,Faster. Sharper. Deadlier.,2002-Mar-22,"[28, 14, 27, 53]",R,March,2002,2000-2005,2.73423763085586,18.8590003953698,genre1,Action
28,Godzilla,379014294,130000000,en,11.692,139,5.5,2239,929,Size does matter.,1998-May-20,"[878, 28, 53]",PG-13,May,1998,1995-2000,2.458904847249,19.7530844773751,genre2,Action
28,The Blues Brothers,115229890,27000000,en,13.763,133,7.7,2357,525,They'll never get caught. They're on a mission from God.,1980-Jun-17,"[10402, 35, 28, 80]",R,June,1980,1980-1985,2.6219838319974,18.5624397343772,genre3,Action
28,Suicide Squad,745600054,176000000,en,15.437,123,5.9,14937,297761,Worst Heroes Ever,2016-Aug-03,"[28, 12, 80, 14, 878]",PG-13,August,2016,2015-2020,2.7367672251997,20.4296998937605,genre1,Action
28,Zombieland: Double Tap,122801777,42000000,en,53.638,99,6.9,1612,338967,"",2019-Oct-09,"[28, 35, 27]",R,October,2019,2015-2020,3.9822577721106,18.6260820442567,genre1,Action
28,Hitman,99965753,24000000,en,10.472,89,5.9,1904,1620,Assassin 47,2007-Nov-21,"[28, 80, 18, 53]",R,November,2007,2005-2010,2.3487050286076,18.4203382152961,genre1,Action
28,Kiss of the Dragon,64437847,25000000,en,9.065,98,6.6,560,2140,Kiss Fear Goodbye,2001-Jul-06,"[28, 80, 53]",R,July,2001,2000-2005,2.20442084420681,17.98121170479,genre1,Action
28,Salt,293329073,110000000,en,17.643,100,6.3,3601,27576,Who is Salt?,2010-Jul-21,"[28, 9648, 53]",PG-13,July,2010,2010-2015,2.87033910414593,19.4968056527993,genre1,Action
28,Castle in the Sky,,,ja,15.624,124,8,2046,10515,Haunting and brilliant!,1986-Aug-02,"[12, 14, 16, 28, 10751, 10749]",PG,August,1986,1985-1990,2.74880819357438,-Inf,genre4,Action
28,How to Train Your Dragon 2,609123048,145000000,en,19.533,102,7.7,6327,82702,The training is over.,2014-Jun-09,"[28, 12, 16, 35, 14, 10751]",PG,June,2014,2010-2015,2.97210534292283,20.2275308545261,genre1,Action
28,The Matrix Revolutions,424988211,150000000,en,21.34,129,6.6,5806,605,Everything that has a beginning has an end.,2003-Nov-03,"[12, 28, 53, 878]",R,November,2003,2000-2005,3.06058324587361,19.8675719876804,genre2,Action
28,LÃ©on: The Professional,45284974,16000000,en,26.868,111,8.3,8832,101,"If you want a job done well, hire a professional.",1994-Sep-14,"[80, 18, 28]",R,September,1994,1990-1995,3.29093598740462,17.6284858356495,genre3,Action
28,13 Hours: The Secret Soldiers of Benghazi,69411370,50000000,en,135.265,144,7.1,1804,300671,"When everything went wrong, six men had the courage to do what was right.",2016-Jan-13,"[28, 36, 53]",R,January,2016,2015-2020,4.90723581730713,18.0555612449109,genre1,Action
28,The Fate of the Furious,1238764765,250000000,en,16.682,136,6.9,6924,337339,Family no more,2017-Apr-12,"[28, 80, 53]",PG-13,April,2017,2015-2020,2.81433029381942,20.9373805628109,genre1,Action
28,Insurgent,295238201,110000000,en,28.07,119,6.3,7403,262500,One Choice Can Destroy You,2015-Mar-18,"[28, 12, 878, 53]",PG-13,March,2015,2015-2020,3.33470139037379,19.5032930494998,genre1,Action
28,DOA: Dead or Alive,480314,21000000,en,9.412,87,4.9,424,9053,"They're the ultimate fighters. They've got the looks. They've got the moves, and the men fall at their feet.",2006-Sep-07,"[12, 28, 53]",PG-13,September,2006,2005-2010,2.24198547086512,13.082195335677,genre2,Action
28,Armour of God,,15000000,cn,9.553,88,6.8,219,10974,Jackie Chan in his greatest adventure ever!,1986-Aug-16,"[12, 28, 35]",PG-13,August,1986,1985-1990,2.25685524128787,-Inf,genre2,Action
28,Baywatch,177856751,69000000,en,17.573,116,6.1,5418,339846,"Don't worry, summer is coming",2017-May-12,"[28, 35]",R,May,2017,2015-2020,2.86636363321271,18.9964890145925,genre1,Action
28,The Mechanic,51070807,40000000,en,14.24,93,6.3,1890,27582,Someone has to fix the problems.,2011-Jan-13,"[28, 53, 80]",R,January,2011,2010-2015,2.65605490598383,17.7487236003396,genre1,Action
28,Once Upon a Time in China II,30399676,,cn,8.862,113,7.3,114,10618,"",1992-Aug-15,"[28, 35]",R,August,1992,1990-1995,2.1817724727773,17.2299425084249,genre1,Action
28,Die Another Day,431971116,140000000,en,18.335,133,5.9,2081,36669,He’s never been cooler.,2002-Nov-17,"[28, 12, 53]",PG-13,November,2002,2000-2005,2.90881180152329,19.883869282862,genre1,Action
28,Firefox,70687344,18000000,en,7.427,136,6.1,253,10724,...the most devastating killing machine ever built... his job... steal it!,1982-Jun-13,"[878, 28, 12, 53]",PG,June,1982,1980-1985,2.00512200868716,18.0737771049416,genre2,Action
28,John Wick,88761661,20000000,en,38.502,101,7.2,11812,245891,Don't set him off.,2014-Oct-22,"[28, 53]",R,October,2014,2010-2015,3.65071018799643,18.301465369238,genre1,Action
